prezzo,nome,carburante,cavalli,cilindrata,consumi,emissioni,potenza,serbatoio
26900.00,lada,Diesel,84,1.9,7.80,130.00,48.0,45.0
26900.00,lada,Diesel,65,1.9,7.80,130.00,48.0,45.0
26900.00,lada,Benzina,640,5.2,6.75,130.00,470.7,50.0
26900.00,lada,Benzina,610,5.2,6.75,130.00,448.7,79.9
348773.00,lamborghini,Benzina,780,6.5,6.75,130.00,574.0,85.2
422606.00,lamborghini,Benzina,780,6.5,6.75,130.00,573.7,85.2
1100000.00,lamborghini,Ibrido-Benzina,819,6.5,6.75,130.00,602.4,50.0
1100000.00,lamborghini,Benzina,666,4.0,6.75,130.00,489.8,85.2
3599950.00,lamborghini,Benzina,770,6.5,16.00,130.00,566.3,50.0
359888.00,lamborghini,Ibrido-Benzina,819,6.5,6.76,130.00,577.4,50.0
2695000.00,lamborghini,Ibrido plug-in,1015,6.5,6.76,130.00,606.8,50.0
3700000.00,lamborghini,Benzina,750,6.5,6.76,130.00,552.0,50.0
987000.00,lamborghini,Ibrido plug-in,635,4.4,6.76,130.00,404.5,50.0
8780794.00,lamborghini,Ibrido plug-in,550,3.0,6.76,130.00,404.5,50.0
360800.00,land-rover,Mild Ibrido,249,3.0,9.50,215.00,294.2,90.1
360800.00,land-rover,Mild Ibrido,301,3.0,9.50,215.00,294.2,90.1
204600.00,land-rover,Mild Ibrido,351,3.0,9.50,215.00,294.2,90.1
204600.00,land-rover,Mild Ibrido,360,3.0,9.50,215.00,294.2,90.1
204600.00,land-rover,Mild Ibrido,400,3.0,9.50,215.00,294.2,90.1
204600.00,land-rover,Mild Ibrido,530,4.4,9.50,215.00,294.2,90.1
204600.00,land-rover,Diesel,200,2.0,7.50,327.00,176.5,90.1
204600.00,land-rover,Diesel,240,2.0,7.50,327.00,176.5,90.1
221550.00,land-rover,Diesel,300,2.0,7.50,327.00,176.5,90.1
221550.00,land-rover,Diesel,400,3.0,7.50,327.00,176.5,90.1
221550.00,land-rover,Diesel,150,5.0,7.50,327.00,176.5,90.1
221550.00,land-rover,Diesel,150,2.0,5.70,130.00,132.4,65.1
221550.00,land-rover,Diesel,150,2.0,5.70,130.00,132.4,65.1
70150.00,land-rover,Diesel,150,2.0,5.70,130.00,132.4,65.1
70150.00,land-rover,Diesel,150,2.0,5.70,130.00,132.4,65.1
70150.00,land-rover,Diesel,180,2.0,5.70,130.00,132.4,65.1
70150.00,land-rover,Diesel,180,2.0,5.70,130.00,132.4,65.1
70150.00,land-rover,Diesel,150,2.0,5.70,130.00,132.4,65.1
70150.00,land-rover,Ibrido,404,2.0,5.00,130.00,220.7,50.0
115975.00,land-rover,Benzina,575,5.0,12.80,130.00,422.9,50.0
220300.00,land-rover,Mild Ibrido-Diesel,200,2.0,9.60,251.00,219.9,89.0
181775.00,land-rover,Mild Ibrido-Diesel,240,2.0,9.60,251.00,219.9,89.0
151200.00,land-rover,Mild Ibrido-Diesel,300,2.0,9.60,251.00,219.9,89.0
151200.00,land-rover,Mild Ibrido-Diesel,150,5.0,9.60,251.00,219.9,89.0
151200.00,land-rover,Mild Ibrido-Diesel,150,3.0,9.60,251.00,219.9,89.0
151200.00,land-rover,Mild Ibrido-Diesel,400,3.0,9.60,251.00,219.9,89.0
151200.00,land-rover,Mild Ibrido-Diesel,150,3.0,9.60,251.00,219.9,89.0
151200.00,land-rover,Mild Ibrido-Diesel,150,3.0,9.60,251.00,219.9,89.0
151200.00,land-rover,Diesel,240,3.0,7.20,130.00,189.8,50.0
151200.00,land-rover,Diesel,340,3.0,7.20,130.00,189.8,50.0
129020.00,land-rover,Diesel,258,3.0,7.20,130.00,189.8,50.0
129020.00,land-rover,Diesel,240,2.0,5.70,130.00,132.4,54.1
129020.00,land-rover,Diesel,150,2.0,5.70,130.00,132.4,54.1
67500.00,land-rover,Diesel,180,2.0,5.70,130.00,132.4,54.1
67500.00,land-rover,Diesel,258,3.0,8.70,130.00,250.0,104.9
67500.00,land-rover,Diesel,339,4.4,8.70,130.00,250.0,104.9
142200.00,land-rover,Diesel,510,5.0,8.70,130.00,250.0,104.9
142200.00,land-rover,Ibrido,404,2.0,5.00,130.00,220.7,50.0
142200.00,land-rover,Benzina,525,5.0,6.79,130.00,386.1,89.0
198097.00,land-rover,Mild Ibrido,246,3.0,12.30,280.00,290.5,90.1
295000.00,land-rover,Mild Ibrido,246,3.0,12.30,280.00,290.5,90.1
147950.00,land-rover,Mild Ibrido,296,3.0,12.30,280.00,290.5,90.1
147950.00,land-rover,Mild Ibrido,296,3.0,12.30,280.00,290.5,90.1
147950.00,land-rover,Mild Ibrido,395,3.0,12.30,280.00,290.5,90.1
147950.00,land-rover,Mild Ibrido,395,3.0,12.30,280.00,290.5,90.1
147950.00,land-rover,Benzina,354,3.5,6.83,130.00,260.4,50.0
147950.00,land-rover,Ibrido-Benzina,203,3.5,6.83,130.00,225.1,60.2
81250.00,lexus,Ibrido-Benzina,306,3.5,6.83,130.00,225.1,60.2
123000.00,lexus,Ibrido-Benzina,215,3.5,6.83,130.00,225.1,60.2
123000.00,lexus,Ibrido-Benzina,279,2.4,8.20,182.00,205.2,50.0
123000.00,lexus,Ibrido-Benzina,245,2.5,8.20,182.00,205.2,50.0
121645.00,lexus,Ibrido-Benzina,306,2.5,8.20,182.00,205.2,50.0
121645.00,lexus,Ibrido-Benzina,371,2.4,8.20,182.00,205.2,50.0
121645.00,lexus,Ibrido-Benzina,203,2.5,6.83,130.00,222.1,50.0
121645.00,lexus,Ibrido-Benzina,203,2.5,6.83,130.00,222.1,50.0
70500.00,lexus,Ibrido-Benzina,275,2.4,6.83,130.00,222.1,50.0
70500.00,lexus,Ibrido-Benzina,239,2.5,6.83,130.00,222.1,50.0
70500.00,lexus,Ibrido-Benzina,302,2.5,6.83,130.00,222.1,50.0
70500.00,lexus,Diesel,295,3.3,6.83,130.00,217.0,50.0
70500.00,lexus,Diesel,409,3.5,6.83,130.00,217.0,50.0
219061.00,lexus,Benzina,241,2.0,6.83,130.00,347.2,65.9
219061.00,lexus,Benzina,311,3.5,6.83,130.00,347.2,65.9
99800.00,lexus,Benzina,260,3.5,6.83,130.00,347.2,65.9
99800.00,lexus,Benzina,311,3.5,6.83,130.00,347.2,65.9
99800.00,lexus,Benzina,472,5.0,6.83,130.00,347.2,65.9
99800.00,lexus,Benzina,416,3.5,10.20,130.00,306.0,82.1
99800.00,lexus,Benzina,416,3.5,10.20,130.00,306.0,82.1
212390.00,lexus,Ibrido,223,2.5,5.90,130.00,136.0,65.9
212390.00,lexus,Ibrido,311,2.5,5.90,130.00,136.0,65.9
66695.00,lexus,Ibrido,311,2.5,5.90,130.00,136.0,65.9
66695.00,lexus,Ibrido,467,5.0,5.90,130.00,136.0,65.9
66695.00,lexus,Ibrido,136,1.8,5.00,130.00,72.8,50.0
66695.00,lexus,Benzina,467,5.0,6.83,130.00,344.0,50.0
40900.00,lexus,Benzina,471,5.0,13.10,130.00,346.4,50.0
155582.00,lexus,Ibrido plug-in,275,2.4,6.84,130.00,269.2,50.0
140200.00,lexus,Ibrido plug-in,275,2.4,6.84,130.00,269.2,50.0
69350.00,lexus,Ibrido plug-in,366,2.4,6.84,130.00,269.2,50.0
69350.00,lexus,Ibrido plug-in,406,3.5,6.84,130.00,269.2,50.0
69350.00,lexus,Ibrido-Benzina,136,2.0,4.50,105.00,100.0,36.0
69350.00,lexus,Ibrido-Benzina,136,2.0,4.50,105.00,100.0,36.0
220800.00,lexus,Ibrido-Benzina,250,2.5,6.83,130.00,183.9,50.0
220800.00,lexus,Benzina,467,5.0,12.40,130.00,344.0,50.0
220888.00,lexus,Ibrido-Benzina,250,2.0,6.84,130.00,228.0,75.7
682951.00,lexus,Ibrido-Benzina,310,2.0,6.84,130.00,228.0,75.7
77360.00,lincoln,Benzina,250,2.0,6.84,130.00,183.9,61.3
77360.00,lincoln,Benzina,250,2.0,6.84,130.00,183.9,61.3
59990.00,lincoln,Benzina,450,3.5,13.10,130.00,331.0,87.8
59990.00,lincoln,Benzina,450,3.5,13.10,130.00,331.0,87.8
122500.00,lincoln,Benzina,450,3.5,13.10,130.00,331.0,87.8
122500.00,lincoln,Benzina,450,3.5,13.10,130.00,331.0,87.8
122500.00,lincoln,Benzina,456,3.5,13.10,130.00,331.0,107.1
122500.00,lincoln,Benzina,456,3.5,13.10,130.00,331.0,107.1
416500.00,lincoln,Ibrido,245,2.0,5.90,130.00,105.1,62.1
416500.00,lincoln,Ibrido,245,2.0,5.90,130.00,105.1,62.1
51995.00,lincoln,Ibrido,405,3.0,5.90,130.00,105.1,62.1
51995.00,lincoln,Ibrido,350,3.0,5.90,130.00,105.1,62.1
51995.00,lincoln,Ibrido,188,2.0,5.90,130.00,105.1,62.1
51995.00,lincoln,Benzina,365,3.7,6.87,130.00,223.0,50.0
51995.00,lincoln,Benzina,303,3.7,6.87,130.00,223.0,50.0
49500.00,lincoln,Ibrido-Benzina,400,3.0,6.87,130.00,293.5,68.1
49500.00,lincoln,Ibrido-Benzina,400,3.0,6.87,130.00,293.5,68.1
352000.00,lincoln,Ibrido-Benzina,494,3.0,6.87,130.00,293.5,68.1
99200.00,lincoln,Benzina,335,2.7,12.40,130.00,227.4,68.1
99200.00,lincoln,Benzina,335,2.7,12.40,130.00,227.4,68.1
99200.00,lincoln,Benzina,400,3.0,12.40,130.00,227.4,68.1
85435.00,lincoln,Benzina,305,3.7,12.40,130.00,227.4,68.1
85435.00,lincoln,Benzina,305,3.7,12.40,130.00,227.4,68.1
85435.00,lincoln,Benzina,240,1.8,7.80,177.00,176.5,50.0
85435.00,lincoln,Benzina,420,3.5,10.20,230.00,308.9,50.0
85435.00,lincoln,Benzina,422,3.5,11.80,130.00,310.4,50.0
106000.00,lotus,Benzina,422,3.5,11.80,130.00,310.4,50.0
135600.00,lotus,Benzina,436,3.5,6.91,130.00,320.7,50.0
198990.00,lotus,Benzina,360,2.8,6.91,130.00,224.0,50.0
198990.00,lotus,Benzina,420,2.8,6.91,130.00,224.0,50.0
115951.00,lotus,Benzina,300,3.5,6.91,130.00,224.0,50.0
185000.00,marussia-motors,Benzina,360,2.8,6.91,130.00,294.2,79.9
185000.00,marussia-motors,Benzina,420,2.8,6.91,130.00,294.2,79.9
185000.00,marussia-motors,Benzina,400,3.5,6.91,130.00,294.2,79.9
280000.00,marussia-motors,Diesel,150,1.2,6.91,130.00,55.0,50.0
280000.00,marussia-motors,Diesel,150,1.2,6.91,130.00,55.0,50.0
280000.00,marussia-motors,Mild Ibrido,330,2.0,8.50,192.00,242.7,79.9
26806.00,maruti-suzuki,Benzina,580,3.8,6.91,130.00,433.9,50.0
26806.00,maruti-suzuki,Benzina,590,3.8,6.91,130.00,433.9,50.0
146000.00,maserati,Benzina,496,3.0,6.91,130.00,364.8,70.0
204100.00,maserati,Benzina,580,3.8,6.91,130.00,426.6,50.0
204100.00,maserati,Benzina,630,3.0,6.91,130.00,463.4,60.2
349580.00,maserati,Benzina,530,3.0,11.20,254.00,389.8,64.0
391500.00,maserati,Ibrido-Benzina,116,1.5,4.30,97.00,67.7,50.0
528000.00,maserati,Diesel,116,1.8,4.60,130.00,85.3,50.0
174900.00,maserati,Diesel,116,1.8,4.60,130.00,85.3,50.0
23808.00,mazda,Diesel,122,2.0,4.60,130.00,85.3,50.0
34500.00,mazda,Diesel,122,2.0,4.60,130.00,85.3,50.0
34500.00,mazda,Diesel,186,2.5,4.60,130.00,85.3,50.0
34500.00,mazda,Diesel,186,2.5,4.60,130.00,85.3,50.0
34500.00,mazda,Diesel,180,2.0,4.60,130.00,85.3,50.0
34500.00,mazda,Benzina,150,2.0,6.89,130.00,110.3,50.0
34500.00,mazda,Diesel,116,1.8,4.60,130.00,85.3,50.0
34500.00,mazda,Diesel,116,1.8,4.60,130.00,85.3,50.0
42190.00,mazda,Diesel,122,2.0,4.60,130.00,85.3,50.0
42470.00,mazda,Diesel,122,2.0,4.60,130.00,85.3,50.0
42470.00,mazda,Diesel,180,2.0,4.60,130.00,85.3,50.0
42470.00,mazda,Diesel,186,2.5,4.60,130.00,85.3,50.0
42470.00,mazda,Diesel,186,2.5,4.60,130.00,85.3,50.0
42470.00,mazda,Diesel,165,2.0,4.70,130.00,135.3,62.1
42470.00,mazda,Diesel,250,2.0,4.70,130.00,135.3,62.1
42470.00,mazda,Diesel,145,2.0,4.70,130.00,135.3,62.1
55542.00,mazda,Diesel,165,2.0,4.70,130.00,135.3,62.1
55542.00,mazda,Diesel,187,2.5,4.70,130.00,135.3,62.1
55542.00,mazda,Diesel,227,2.5,4.70,130.00,135.3,62.1
55542.00,mazda,Diesel,187,2.5,4.70,130.00,135.3,62.1
55542.00,mazda,Diesel,194,2.5,4.70,130.00,135.3,62.1
55542.00,mazda,Diesel,150,2.0,4.70,130.00,135.3,62.1
55542.00,mazda,Diesel,184,2.0,4.70,130.00,135.3,62.1
55542.00,mazda,Diesel,155,2.0,5.40,130.00,110.3,57.9
55542.00,mazda,Diesel,160,2.0,5.40,130.00,110.3,57.9
55542.00,mazda,Diesel,190,2.5,5.40,130.00,110.3,57.9
55000.00,mazda,Diesel,184,2.5,5.40,130.00,110.3,57.9
55000.00,mazda,Diesel,175,2.2,5.40,130.00,110.3,57.9
55000.00,mazda,Diesel,175,2.2,5.40,130.00,110.3,57.9
55000.00,mazda,Diesel,184,2.2,5.40,130.00,110.3,57.9
55000.00,mazda,Diesel,150,2.2,5.40,130.00,110.3,57.9
55000.00,mazda,Benzina,250,2.5,6.85,130.00,183.9,71.9
55000.00,mazda,Benzina,250,2.5,6.85,130.00,183.9,71.9
55000.00,mazda,Diesel,165,2.0,4.20,130.00,110.0,62.1
74690.00,mazda,Diesel,145,2.0,4.20,130.00,110.0,62.1
74690.00,mazda,Diesel,165,2.0,4.20,130.00,110.0,62.1
56156.00,mazda,Diesel,192,2.5,4.20,130.00,110.0,62.1
56156.00,mazda,Diesel,150,2.2,4.20,130.00,110.0,62.1
56156.00,mazda,Diesel,175,2.2,4.20,130.00,110.0,62.1
56156.00,mazda,Diesel,175,2.2,4.20,130.00,110.0,62.1
56156.00,mazda,Diesel,150,2.2,4.20,130.00,110.0,62.1
56156.00,mazda,Diesel,175,2.2,4.20,130.00,110.0,62.1
56156.00,mazda,Diesel,150,2.2,4.20,130.00,110.0,62.1
56156.00,mazda,Benzina,131,1.5,6.60,130.00,117.7,45.0
56156.00,mazda,Benzina,155,2.0,6.60,130.00,117.7,45.0
56156.00,mazda,Benzina,160,2.0,6.60,130.00,117.7,45.0
38950.00,mazda,Benzina,155,2.0,6.60,130.00,117.7,45.0
38950.00,mazda,Benzina,160,2.0,6.60,130.00,117.7,45.0
38950.00,mazda,Diesel,116,1.6,5.20,130.00,85.0,60.2
38950.00,mazda,Diesel,115,1.8,5.20,130.00,85.0,60.2
38950.00,mazda,Diesel,144,2.0,5.20,130.00,85.0,60.2
9146.00,mazda,Diesel,150,2.0,5.20,130.00,85.0,60.2
9146.00,mazda,Diesel,159,2.5,5.20,130.00,85.0,60.2
9146.00,mazda,Diesel,159,2.5,5.20,130.00,85.0,60.2
9146.00,mazda,Benzina,150,2.0,7.40,130.00,121.0,50.0
9146.00,mazda,Benzina,151,2.0,7.40,130.00,121.0,50.0
9146.00,mazda,Benzina,144,2.0,7.40,130.00,121.0,50.0
12011.00,mazda,Benzina,165,2.3,7.40,130.00,121.0,50.0
12011.00,mazda,Benzina,52,2.0,7.00,130.00,38.0,50.0
12011.00,mazda,Benzina,52,2.0,7.00,130.00,38.0,50.0
12011.00,mazda,Benzina,52,2.0,7.00,130.00,38.0,50.0
16700.00,mazda,Benzina,52,2.0,7.00,130.00,38.0,50.0
16700.00,mazda,Diesel,116,1.8,4.40,118.00,85.3,51.1
16700.00,mazda,Diesel,122,2.0,4.40,118.00,85.3,51.1
16700.00,mazda,Diesel,122,2.0,4.40,118.00,85.3,51.1
37250.00,mazda,Diesel,180,2.0,4.40,118.00,85.3,51.1
37250.00,mazda,Diesel,180,2.0,4.40,118.00,85.3,51.1
37250.00,mazda,Diesel,190,2.2,6.50,130.00,139.7,73.8
37250.00,mazda,Diesel,190,2.2,6.50,130.00,139.7,73.8
37250.00,mazda,Diesel,230,2.2,6.50,130.00,139.7,73.8
78755.00,mazda,Diesel,230,2.2,6.50,130.00,139.7,73.8
78755.00,mazda,Benzina,227,2.5,8.70,130.00,137.5,60.2
78755.00,mazda,Benzina,187,2.5,8.70,130.00,137.5,60.2
78755.00,mazda,Mild Ibrido,323,2.5,9.40,130.00,250.1,73.8
36035.00,mazda,Mild Ibrido,280,3.3,9.40,130.00,250.1,73.8
36035.00,mazda,Mild Ibrido,340,3.3,9.40,130.00,250.1,73.8
100000.00,mazda,Ibrido-Benzina,328,2.5,4.50,33.00,141.2,50.0
100000.00,mazda,Ibrido plug-in,170,0.8,3.50,130.00,55.2,50.0
100000.00,mazda,Mild Ibrido,150,2.5,6.80,130.00,253.5,50.0
85500.00,mazda,Mild Ibrido,284,3.3,6.80,130.00,253.5,50.0
40728.00,mazda,Mild Ibrido,345,3.3,6.80,130.00,253.5,50.0
58825.00,mazda,Benzina,800,4.0,6.80,130.00,588.4,50.0
58825.00,mazda,Benzina,570,3.8,10.70,130.00,419.2,50.0
58825.00,mazda,Ibrido-Benzina,680,3.0,6.80,130.00,430.3,71.9
1652900.00,mclaren,Benzina,600,2.0,6.80,130.00,441.3,50.0
211300.00,mclaren,Benzina,620,3.8,13.10,130.00,456.0,50.0
281008.00,mclaren,Benzina,540,3.8,11.10,130.00,397.2,50.0
286000.00,mclaren,Benzina,720,4.0,11.60,130.00,529.6,50.0
274500.00,mclaren,Benzina,815,4.0,6.81,130.00,599.4,50.0
350000.00,mclaren,Benzina,750,4.0,12.20,276.00,551.6,71.9
393580.00,mclaren,Benzina,635,4.0,11.90,130.00,467.0,71.9
2500000.00,mclaren,Benzina,765,2.0,6.82,130.00,562.7,71.9
654600.00,mclaren,Ibrido,1050,4.0,6.82,130.00,772.3,50.0
240000.00,mclaren,Mild Ibrido,269,3.0,10.80,244.00,280.2,50.0
499000.00,mclaren,Mild Ibrido,367,3.0,10.80,244.00,280.2,50.0
3750000.00,mclaren,Mild Ibrido,245,3.0,10.80,244.00,280.2,50.0
169059.00,mercedes-amg,Mild Ibrido,435,3.0,6.59,130.00,319.9,50.0
90624.00,mercedes-amg,Benzina,150,2.0,8.70,197.00,225.1,50.0
147000.00,mercedes-amg,Benzina,306,2.0,9.20,209.00,225.1,50.0
171450.00,mercedes-amg,Benzina,306,2.0,9.40,214.00,225.1,50.0
197499.00,mercedes-amg,Benzina,585,4.0,14.10,319.00,430.3,70.0
90624.00,mercedes-amg,Benzina,408,2.0,9.00,206.00,300.1,50.0
90348.00,mercedes-amg,Benzina,390,3.0,9.50,130.00,286.8,50.0
102900.00,mercedes-amg,Benzina,530,4.0,13.00,130.00,389.8,50.0
207630.00,mercedes-amg,Mild Ibrido,435,3.0,9.00,130.00,319.9,50.0
237469.00,mercedes-amg,Benzina,435,3.0,9.20,130.00,319.9,50.0
125000.00,mercedes-amg,Mild Ibrido,435,3.0,8.80,130.00,319.9,50.0
369989.00,mercedes-amg,Benzina,435,3.0,8.90,130.00,319.9,50.0
76500.00,mercedes-amg,Ibrido plug-in,680,2.0,6.62,130.00,350.1,65.1
96216.00,mercedes-amg,Benzina,390,3.0,9.60,130.00,286.8,50.0
129960.00,mercedes-amg,Benzina,612,4.0,10.10,130.00,450.1,50.0
129960.00,mercedes-amg,Benzina,408,2.0,9.20,209.00,300.1,50.0
106000.00,mercedes-amg,Benzina,306,2.0,7.30,130.00,225.1,50.0
125000.00,mercedes-amg,Mild Ibrido,449,3.0,9.70,220.00,330.2,50.0
284979.00,mercedes-amg,Ibrido plug-in,816,4.0,7.70,175.00,450.1,50.0
187900.00,mercedes-amg,Ibrido plug-in,1063,1.6,8.70,198.00,422.2,54.9
87988.00,mercedes-amg,Ibrido plug-in,791,4.0,6.63,130.00,443.5,76.1
106058.00,mercedes-amg,Benzina,630,6.0,11.90,130.00,463.4,50.0
400000.00,mercedes-amg,Benzina,585,4.0,13.20,130.00,430.3,50.0
2275.00,mercedes-amg,Benzina,367,3.0,4.70,130.00,269.9,50.0
328758.00,mercedes-amg,Benzina,162,1.5,6.64,130.00,119.2,50.0
190000.00,mercedes-amg,Benzina,162,1.5,6.64,130.00,119.2,50.0
1150000.00,mercedes-amg,Benzina,92,1.3,5.80,130.00,78.0,45.0
70238.00,mercedes-amg,Benzina,92,1.3,5.80,130.00,78.0,45.0
268900.00,mercedes-benz,Mild Ibrido,280,3.0,10.80,244.00,280.2,50.0
268900.00,mercedes-benz,Mild Ibrido,381,3.0,10.80,244.00,280.2,50.0
268900.00,mercedes-benz,Mild Ibrido,269,3.0,10.80,244.00,280.2,50.0
268900.00,mercedes-benz,Mild Ibrido,367,3.0,10.80,244.00,280.2,50.0
268900.00,mercedes-benz,Mild Ibrido,245,3.0,10.80,244.00,280.2,50.0
147000.00,mercedes-benz,Mild Ibrido,280,3.0,10.80,244.00,280.2,50.0
147000.00,mercedes-benz,Mild Ibrido,381,3.0,10.80,244.00,280.2,50.0
147000.00,mercedes-benz,Ibrido plug-in,204,2.0,6.10,160.00,185.3,50.0
147000.00,mercedes-benz,Ibrido plug-in,258,2.0,6.10,160.00,185.3,50.0
147000.00,mercedes-benz,Ibrido plug-in,197,2.0,6.10,160.00,185.3,50.0
85272.00,mercedes-benz,Ibrido plug-in,269,2.0,6.10,160.00,185.3,50.0
85272.00,mercedes-benz,Ibrido plug-in,335,2.0,6.10,160.00,185.3,50.0
85272.00,mercedes-benz,Ibrido plug-in,313,2.0,6.10,160.00,185.3,50.0
85272.00,mercedes-benz,Ibrido plug-in,381,2.0,6.10,160.00,185.3,50.0
85272.00,mercedes-benz,Ibrido plug-in,136,1.3,3.50,31.00,119.9,50.0
85272.00,mercedes-benz,Ibrido plug-in,163,1.3,3.50,31.00,119.9,50.0
85272.00,mercedes-benz,Ibrido plug-in,190,1.3,3.50,31.00,119.9,50.0
68900.00,mercedes-benz,Ibrido plug-in,224,1.3,3.50,31.00,119.9,50.0
68900.00,mercedes-benz,Ibrido plug-in,116,1.3,3.50,31.00,119.9,50.0
68900.00,mercedes-benz,Ibrido plug-in,150,1.3,3.50,31.00,119.9,50.0
68900.00,mercedes-benz,Ibrido plug-in,150,1.3,3.50,31.00,119.9,50.0
68900.00,mercedes-benz,Ibrido plug-in,190,1.3,3.50,31.00,119.9,50.0
68900.00,mercedes-benz,Ibrido plug-in,218,1.3,3.50,31.00,119.9,50.0
68900.00,mercedes-benz,Mild Ibrido,136,2.0,8.50,193.00,164.8,50.0
68900.00,mercedes-benz,Mild Ibrido,163,2.0,8.50,193.00,164.8,50.0
68900.00,mercedes-benz,Mild Ibrido,190,2.0,8.50,193.00,164.8,50.0
102900.00,mercedes-benz,Mild Ibrido,224,2.0,8.50,193.00,164.8,50.0
102900.00,mercedes-benz,Mild Ibrido,116,2.0,8.50,193.00,164.8,50.0
102900.00,mercedes-benz,Mild Ibrido,150,2.0,8.50,193.00,164.8,50.0
102900.00,mercedes-benz,Mild Ibrido,150,2.0,8.50,193.00,164.8,50.0
102900.00,mercedes-benz,Mild Ibrido,190,2.0,8.50,193.00,164.8,50.0
102900.00,mercedes-benz,Ibrido plug-in,204,2.0,3.50,20.00,185.3,50.0
102900.00,mercedes-benz,Ibrido plug-in,197,2.0,3.50,20.00,185.3,50.0
102900.00,mercedes-benz,Ibrido plug-in,197,2.0,3.50,20.00,185.3,50.0
78000.00,mercedes-benz,Ibrido plug-in,313,2.0,3.50,20.00,185.3,50.0
78000.00,mercedes-benz,Ibrido plug-in,313,2.0,3.50,20.00,185.3,50.0
78000.00,mercedes-benz,Ibrido plug-in,281,2.0,3.50,20.00,185.3,50.0
78000.00,mercedes-benz,Diesel,269,3.0,6.79,130.00,269.9,50.0
78000.00,mercedes-benz,Diesel,367,3.0,6.79,130.00,269.9,50.0
78000.00,mercedes-benz,Diesel,381,3.0,6.79,130.00,269.9,50.0
409900.00,mercedes-benz,Diesel,517,3.0,6.79,130.00,269.9,50.0
409900.00,mercedes-benz,Ibrido plug-in,136,1.3,3.50,24.00,119.9,50.0
409900.00,mercedes-benz,Ibrido plug-in,163,1.3,3.50,24.00,119.9,50.0
409900.00,mercedes-benz,Ibrido plug-in,116,1.3,3.50,24.00,119.9,50.0
86336.00,mercedes-benz,Ibrido plug-in,150,1.3,3.50,24.00,119.9,50.0
86336.00,mercedes-benz,Ibrido plug-in,190,1.3,3.50,24.00,119.9,50.0
86336.00,mercedes-benz,Ibrido plug-in,221,1.3,3.50,24.00,119.9,50.0
86336.00,mercedes-benz,Ibrido plug-in,221,1.3,3.50,24.00,119.9,50.0
86336.00,mercedes-benz,Ibrido plug-in,218,1.3,3.50,24.00,119.9,50.0
86336.00,mercedes-benz,Ibrido plug-in,136,1.3,3.50,2.20,119.9,50.0
86336.00,mercedes-benz,Ibrido plug-in,163,1.3,3.50,2.20,119.9,50.0
86336.00,mercedes-benz,Ibrido plug-in,224,1.3,3.50,2.20,119.9,50.0
126500.00,mercedes-benz,Ibrido plug-in,116,1.3,3.50,2.20,119.9,50.0
126500.00,mercedes-benz,Ibrido plug-in,150,1.3,3.50,2.20,119.9,50.0
126500.00,mercedes-benz,Ibrido plug-in,190,1.3,3.50,2.20,119.9,50.0
126500.00,mercedes-benz,Ibrido plug-in,218,1.3,3.50,2.20,119.9,50.0
126500.00,mercedes-benz,Mild Ibrido-Diesel,204,2.0,5.70,149.00,144.9,65.9
126500.00,mercedes-benz,Mild Ibrido-Diesel,197,2.0,5.70,149.00,144.9,65.9
126500.00,mercedes-benz,Ibrido plug-in,116,1.3,3.50,27.00,119.9,50.0
240415.00,mercedes-benz,Ibrido plug-in,150,1.3,3.50,27.00,119.9,50.0
92986.00,mercedes-benz,Ibrido plug-in,190,1.3,3.50,27.00,119.9,50.0
92986.00,mercedes-benz,Ibrido plug-in,163,1.3,3.50,27.00,119.9,50.0
60360.00,mercedes-benz,Ibrido plug-in,190,1.3,3.50,27.00,119.9,50.0
60360.00,mercedes-benz,Ibrido plug-in,224,1.3,3.50,27.00,119.9,50.0
60360.00,mercedes-benz,Ibrido plug-in,136,1.3,3.50,27.00,119.9,50.0
60360.00,mercedes-benz,Ibrido plug-in,218,1.3,3.50,27.00,119.9,50.0
60360.00,mercedes-benz,Ibrido plug-in,204,2.0,3.50,14.00,185.3,48.8
60360.00,mercedes-benz,Ibrido plug-in,258,2.0,3.50,14.00,185.3,48.8
60360.00,mercedes-benz,Ibrido plug-in,197,2.0,3.50,14.00,185.3,48.8
60360.00,mercedes-benz,Ibrido plug-in,335,2.0,3.50,14.00,185.3,48.8
70241.00,mercedes-benz,Ibrido plug-in,313,2.0,3.50,14.00,185.3,48.8
70241.00,mercedes-benz,Ibrido plug-in,381,2.0,3.50,14.00,185.3,48.8
70241.00,mercedes-benz,Ibrido plug-in,136,1.3,3.50,144.00,119.9,50.0
70241.00,mercedes-benz,Ibrido plug-in,163,1.3,3.50,144.00,119.9,50.0
70241.00,mercedes-benz,Ibrido plug-in,190,1.3,3.50,144.00,119.9,50.0
70241.00,mercedes-benz,Ibrido plug-in,116,1.3,3.50,144.00,119.9,50.0
87809.00,mercedes-benz,Ibrido plug-in,150,1.3,3.50,144.00,119.9,50.0
87809.00,mercedes-benz,Ibrido plug-in,190,1.3,3.50,144.00,119.9,50.0
87809.00,mercedes-benz,Ibrido plug-in,218,1.3,3.50,144.00,119.9,50.0
87809.00,mercedes-benz,Mild Ibrido-Diesel,170,2.0,6.62,130.00,194.9,50.0
87809.00,mercedes-benz,Mild Ibrido-Diesel,204,2.0,6.62,130.00,194.9,50.0
